"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore","DraftBin","ExpectedScore","Count","FinalScore"
"577",1,"WAS","John Wall",11,647,0.43,0.322,0.776,34.9,18.7,4.2,8.9,44.5,0.094,"2.2",24.1,202322,1.615,0.679,3.728,902,0.71729490022173,"G",8.17768537442933,"1-15",5.40227744981826,21,2.77540792461107
"578",2,"PHI","Evan Turner",10,705,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,"-1.9",0.5,202323,0.755,0.261,1.797,820,0.859756097560976,"G",4.30941838920941,"1-15",4.31202007317063,20,-0.0026016839612133
"579",3,"NJN","Derrick Favors",12,790,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,"0.9",14,202324,0.73,1.189,1.259,984,0.802845528455285,"F",3.61760980276683,"1-15",5.18058806678938,21,-1.56297826402255
"580",4,"MIN","Wesley Johnson",9,609,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,"-1.6",1.2,202325,0.768,0.66,0.862,738,0.82520325203252,"F",2.46279974175549,"1-15",4.84432781908783,21,-2.38152807733234
"581",5,"SAC","DeMarcus Cousins",11,654,0.46,0.331,0.737,29.8,19.6,10.2,3,46.8,0.115,"2.4",21.6,202326,1.336,1.135,3.286,902,0.725055432372506,"C",5.05163897217359,"1-15",4.12639751013355,21,0.925241462040034
"582",6,"GSW","Ekpe Udoh",7,384,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,"-1.4",0.8,202327,0.461,1.117,0.578,574,0.668989547038328,"C",1.19402032274558,"1-15",3.75387095989043,21,-2.55985063714486
"583",7,"DET","Greg Monroe",10,646,0.514,0.059,0.703,27.4,13,8.2,2.1,50.4,0.137,"1.4",15.3,202328,1.053,0.577,1.854,820,0.78780487804878,"F",4.51269163303773,"1-15",4.39397812840409,21,0.18663515005765
"584",8,"LAC","Al-Farouq Aminu",11,711,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,"-0.6",6.5,202329,0.954,0.558,1.214,902,0.788248337028825,"F",2.67291713514543,"1-15",3.46277602238357,20,-0.789858887238137
"585",9,"UTA","Gordon Hayward",14,835,0.455,0.37,0.822,30.7,15.2,4.4,3.5,63.5,0.119,"1.6",23,202330,0.968,0.384,1.913,1148,0.727351916376307,"F",5.46963235545964,"1-15",4.12142597603224,20,1.3482063794274
"586",10,"IND","Paul George",15,908,0.44,0.383,0.853,33.6,20.6,6.3,3.7,89.5,0.141,"3.7",44.1,202331,1.698,0.445,2.675,1230,0.738211382113821,"F",7.01511026340271,"1-15",3.85756897884724,21,3.15754128455547
"587",11,"NOH","Cole Aldrich",8,339,0.527,0,0.738,10,3.1,3.3,0.5,9.6,0.135,"0.1",1.8,202332,0.404,0.687,0.587,656,0.516768292682927,"C",1.05163912915424,"1-15",2.79711748836319,20,-1.74547835920895
"588",12,"MEM","Xavier Henry",5,185,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,"-4.4",-1.7,202333,0.541,0.124,0.751,410,0.451219512195122,"F",1.80462661418993,"1-15",2.48895296394094,19,-0.684326349751017
"589",13,"TOR","Ed Davis",12,722,0.567,0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,"-0.2",6.2,202334,0.483,0.784,0.737,984,0.733739837398374,"C",1.88942571609698,"1-15",3.716678058383,21,-1.82725234228602
"590",14,"HOU","Patrick Patterson",11,719,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,"0",7.4,202335,0.512,0.412,0.626,902,0.797117516629712,"F",2.36527022899745,"1-15",3.25489603167226,21,-0.889625802674817
"591",15,"MIL","Larry Sanders",6,238,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,"-1.1",1.1,202336,0.639,1.803,0.941,492,0.483739837398374,"C",1.95794181642598,"1-15",3.12037900468881,20,-1.16243718826284
"592",16,"MIN","Luke Babbitt",8,381,0.408,0.402,0.747,14,4.8,2.2,0.6,7.2,0.065,"-2.1",-0.1,202337,0.234,0.152,0.433,656,0.580792682926829,"F",1.6178896638829,"16-30",3.05187191900081,18,-1.43398225511791
"593",17,"CHI","Kevin Seraphin",7,423,0.489,0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,"-4.3",-3.6,202338,0.208,0.719,1.061,574,0.736933797909408,"F",1.95496990004164,"16-30",2.90041503188993,21,-0.945445131848293
"594",18,"OKC","Eric Bledsoe",12,756,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,"1.6",18.8,202339,1.36,0.455,2.497,984,0.768292682926829,"G",5.7000640119279,"16-30",2.94249623314111,19,2.7575677787868
"595",19,"BOS","Avery Bradley",12,660,0.434,0.365,0.783,27.5,11,2.8,1.7,17.2,0.045,"-2.4",-1.8,202340,0.992,0.194,1.315,984,0.670731707317073,"G",4.08554851622476,"16-30",2.72321618088366,19,1.36233233534109
"596",20,"SAS","James Anderson",5,247,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,"-2.7",-0.8,202341,0.49,0.223,0.874,410,0.602439024390244,"G",2.34234259922485,"16-30",2.66942577373078,19,-0.327083174505926
"597",22,"POR","Elliot Williams",4,109,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,"-4.9",-1.1,202343,0.413,0.055,0.716,328,0.332317073170732,"G",1.88252439257256,"16-30",2.46886810084039,17,-0.586343708267829
"598",23,"MIN","Trevor Booker",8,532,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,"-0.5",4.2,202344,0.667,0.521,1.015,656,0.810975609756098,"F",2.47277418189934,"16-30",2.8526232644035,19,-0.379849082504164
"599",24,"ATL","Damion James",4,39,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,"-3.7",-0.3,202345,0.59,0.513,0.974,328,0.11890243902439,"F",1.37785457191937,"16-30",3.01275508091882,20,-1.63490050899945
"600",25,"MEM","Dominique Jones",3,80,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,"-2.4",-0.1,202346,0.362,0.125,0.95,246,0.32520325203252,"G",1.52189049841349,"16-30",2.46676606636341,20,-0.94487556794992
"601",26,"OKC","Quincy Pondexter",7,355,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,"-1.8",0.3,202347,0.344,0.138,0.501,574,0.618466898954704,"F",1.54479999129032,"16-30",2.63290018518975,17,-1.08810019389943
"602",27,"NJN","Jordan Crawford",6,281,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,"-1.3",1.3,202348,0.698,0.082,1.883,492,0.571138211382114,"G",4.65639547422873,"16-30",2.75816560979671,18,1.89822986443202
"603",28,"MEM","Greivis Vasquez",7,401,0.418,0.349,0.817,23.7,9,2.5,4.8,12.6,0.064,"-1.2",1.8,202349,0.589,0.085,1.878,574,0.698606271777004,"G",4.10413458616166,"16-30",2.42838908895637,17,1.67574549720529
"604",29,"ORL","Daniel Orton",3,51,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,"-3.5",-0.2,202350,0.353,0.549,0.569,246,0.207317073170732,"C",0.903206047559561,"16-30",1.86228316485971,16,-0.959077117300147
"605",30,"WAS","Lazar Hayward",3,72,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,"-4.2",-0.3,202351,0.236,0.111,0.389,246,0.292682926829268,"F",1.01424583199044,"16-30",2.5273441285607,13,-1.51309829657027
"606",32,"MIA","Dexter Pittman",4,50,0.45,0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,"-7.7",-0.5,202354,0.16,0.16,0.44,328,0.152439024390244,"C",0.616853678830854,"31-60",2.19624475321621,11,-1.57939107438535
"607",33,"SAC","Hassan Whiteside",10,511,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52,0.197,"2.5",14.5,202355,0.53,2.237,1.479,820,0.623170731707317,"C",3.42889308398761,"31-60",1.91168645371807,12,1.51720663026954
"608",35,"WAS","Nemanja Bjelica",7,449,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20,0.104,"0.3",5.4,202357,0.641,0.41,1.022,574,0.782229965156794,"F",2.87530348965835,"31-60",2.27861211179468,12,0.596691377863668
"609",39,"NYK","Landry Fields",5,255,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,"-0.3",2.6,202361,0.831,0.176,1.059,410,0.621951219512195,"G",3.00298452148868,"31-60",2.5674822870241,11,0.435502234464585
"610",40,"IND","Lance Stephenson",10,554,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,"-1.3",2.3,202362,0.644,0.137,1.639,820,0.675609756097561,"F",3.40485569911246,"31-60",3.2073762089899,12,0.19747949012256
"611",43,"LAL","Devin Ebanks",3,63,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,"-4.8",-0.5,202365,0.286,0.19,0.556,246,0.25609756097561,"F",1.17968664173163,"31-60",2.84208748490106,13,-1.66240084316943
"612",55,"UTA","Jeremy Evans",7,250,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,"0.9",1.9,202379,0.36,0.484,0.34,574,0.435540069686411,"F",1.2525910380873,"31-60",2.05344127678194,6,-0.800850238694642
"613",56,"MIN","Hamady N'Diaye",3,33,0.467,0,0.462,4.8,0.6,0.8,0.1,0,0.013,"-7.3",-0.2,NA,0.061,0.273,0.182,246,0.134146341463415,"C",0.247689381291951,"31-60",2.65875788897852,5,-2.41106850768656
"614",1,"CLE","Kyrie Irving",14,779,0.474,0.394,0.888,34.5,23.7,4.1,5.6,91,0.163,"4.5",43.7,202681,1.312,0.433,2.493,1148,0.678571428571429,"G",8.95896953363257,"1-15",5.40227744981826,21,3.55669208381431
"615",2,"MIN","Derrick Williams",7,428,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,"-1.6",0.8,202682,0.465,0.252,0.932,574,0.745644599303136,"F",2.80222984626655,"1-15",4.31202007317063,20,-1.50979022690408
"616",3,"UTA","Enes Freedom",11,748,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,"-0.1",7.6,NA,0.396,0.525,1.439,902,0.829268292682927,"C",2.86021053311924,"1-15",5.18058806678938,21,-2.32037753367014
"617",4,"CLE","Tristan Thompson",13,819,0.52,0.238,0.592,24.9,8.3,7.8,1,49.3,0.116,"-1.7",1.3,202684,0.462,0.642,1.06,1066,0.768292682926829,"C",2.4808170601839,"1-15",4.84432781908783,21,-2.36351075890392
"618",5,"TOR","Jonas Valanciunas",13,937,0.56,0.341,0.794,25.1,13.1,9.3,1.4,84.6,0.172,"1",17.7,202685,0.406,0.938,1.651,1066,0.878986866791745,"C",3.52186489270788,"1-15",4.12639751013355,21,-0.604532617425677
"619",6,"WAS","Jan Vesely",3,162,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,"-2.6",-0.4,202686,0.66,0.519,0.759,246,0.658536585365854,"F",1.32678053294349,"1-15",3.75387095989043,21,-2.42709042694695
"620",7,"SAC","Bismack Biyombo",14,867,0.537,0,0.551,19.5,5.1,5.9,0.7,33.1,0.094,"-2.6",-2.4,202687,0.272,1.27,0.917,1148,0.755226480836237,"C",1.72024778843954,"1-15",4.39397812840409,21,-2.60580869454054
"621",8,"DET","Brandon Knight",9,451,0.411,0.352,0.807,29.3,14,3.1,3.9,11.6,0.042,"-1.6",1.4,202688,0.856,0.166,2.417,738,0.611111111111111,"G",5.43464701158367,"1-15",3.46277602238357,20,1.9718709892001
"622",9,"CHA","Kemba Walker",12,750,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,"2.8",29.8,202689,1.231,0.376,2.099,984,0.76219512195122,"G",7.55135341254327,"1-15",4.12142597603224,20,3.42992743651103
"623",10,"MIL","Jimmer Fredette",6,241,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,"-2.5",-0.4,202690,0.39,0.046,0.925,492,0.489837398373984,"G",2.25508754363261,"1-15",3.85756897884724,21,-1.60248143521463
"624",11,"GSW","Klay Thompson",12,865,0.451,0.411,0.86,32.1,19.1,3.5,2.3,57.1,0.098,"0.5",17.3,202691,0.845,0.519,1.666,984,0.879065040650406,"G",6.75194060126976,"1-15",2.79711748836319,20,3.95482311290657
"625",12,"UTA","Alec Burks",14,791,0.415,0.386,0.805,22.2,10.6,3.3,1.9,31.7,0.087,"-0.5",6.6,202692,0.673,0.201,1.142,1148,0.689024390243902,"G",4.07790580824866,"1-15",2.48895296394094,19,1.58895284430771
"626",13,"PHO","Markieff Morris",14,791,0.443,0.341,0.779,23.3,10.2,4.9,1.5,27.3,0.071,"-1.5",2.3,202693,0.751,0.48,1.417,1148,0.689024390243902,"F",3.45216865770766,"1-15",3.716678058383,21,-0.26450940067534
"627",14,"HOU","Marcus Morris",13,832,0.435,0.377,0.774,26.6,12,4.4,1.5,39.4,0.086,"-0.8",6.7,202694,0.655,0.286,1.132,1066,0.780487804878049,"G",4.55419244221717,"1-15",3.25489603167226,21,1.29929641054491
"628",15,"IND","Kawhi Leonard",13,733,0.499,0.392,0.86,31.8,20.1,6.4,3.1,102.7,0.212,"6.5",49.9,202695,1.737,0.648,1.674,1066,0.687617260787992,"F",6.83197906068182,"1-15",3.12037900468881,20,3.71160005599301
"629",16,"PHI","Nikola Vucevic",14,972,0.497,0.348,0.77,31.4,17.2,10.5,2.9,79.9,0.126,"2.1",31.6,202696,0.855,0.876,1.746,1148,0.846689895470383,"C",4.86758113438606,"16-30",3.05187191900081,18,1.81570921538524
"630",17,"NYK","Iman Shumpert",10,461,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,"-1.7",0.9,202697,1.115,0.26,1.15,820,0.56219512195122,"G",3.06052702303127,"16-30",2.90041503188993,21,0.160111991141334
"631",18,"WAS","Chris Singleton",3,148,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,"-3.2",-0.8,202698,0.791,0.385,0.676,246,0.601626016260163,"F",1.4568003189209,"16-30",2.94249623314111,19,-1.4856959142202
"632",19,"CHA","Tobias Harris",14,970,0.478,0.366,0.836,31.7,16.1,6.2,2.4,75.3,0.118,"1",22.9,202699,0.798,0.558,1.394,1148,0.844947735191638,"F",5.48369665322987,"16-30",2.72321618088366,19,2.76048047234621
"633",20,"MIN","Donatas Motiejunas",6,251,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,"-2.5",-0.5,202700,0.47,0.327,1.143,492,0.510162601626016,"F",2.47209903614539,"16-30",2.66942577373078,19,-0.197326737585389
"634",22,"DEN","Kenneth Faried",8,478,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,"0.5",7.5,202702,0.734,0.82,1.31,656,0.728658536585366,"F",3.77824423981278,"16-30",2.46886810084039,17,1.30937613897239
"635",23,"HOU","Nikola Mirotic",5,319,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,"1.6",7.1,202703,0.752,0.715,1.194,410,0.778048780487805,"F",4.06614787654832,"16-30",2.8526232644035,19,1.21352461214481
"636",24,"OKC","Reggie Jackson",14,884,0.423,0.345,0.854,24.7,12.3,2.8,4.1,36.3,0.08,"-0.6",7.5,202704,0.671,0.124,1.768,1148,0.770034843205575,"G",4.99007877102008,"16-30",3.01275508091882,20,1.97732369010126
"637",25,"BOS","MarShon Brooks",5,200,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,"-1.6",0.4,202705,0.6,0.21,1.24,410,0.48780487804878,"G",2.99328632095573,"16-30",2.46676606636341,20,0.526520254592324
"638",26,"DAL","Jordan Hamilton",5,151,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,"-0.1",1,202706,0.483,0.225,0.675,410,0.368292682926829,"G",2.3563864486199,"16-30",2.63290018518975,17,-0.276513736569845
"639",28,"CHI","Norris Cole",6,360,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,"-4.1",-4.1,202708,0.778,0.094,1.436,492,0.731707317073171,"G",2.9813507523951,"16-30",2.42838908895637,17,0.552961663438729
"640",29,"SAS","Cory Joseph",14,866,0.44,0.35,0.786,21.1,6.7,2.4,2.9,32.1,0.084,"-1.1",4,202709,0.723,0.211,0.982,1148,0.754355400696864,"G",3.05124476162245,"16-30",1.86228316485971,16,1.18896159676275
"641",30,"CHI","Jimmy Butler",14,869,0.472,0.328,0.843,33.1,18.3,5.3,4.3,123.7,0.206,"5",50.5,202710,1.643,0.442,1.639,1148,0.756968641114983,"F",6.70274306307673,"16-30",2.5273441285607,13,4.17539893451602
"642",31,"MIA","Bojan Bogdanovic",10,719,0.46,0.394,0.859,29.1,15.6,3.6,1.7,37.6,0.086,"-0.9",5.8,202711,0.554,0.076,1.676,820,0.876829268292683,"F",4.88968192223239,"31-60",2.89122383043389,15,1.9984580917985
"643",32,"CLE","Justin Harper",3,22,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,"-8.7",-0.2,202712,0.136,0.136,0.545,246,0.0894308943089431,"F",0.611734764717634,"31-60",2.19624475321621,11,-1.58450998849857
"644",33,"DET","Kyle Singler",6,356,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10,0.062,"-2.5",-0.9,202713,0.57,0.309,0.781,492,0.723577235772358,"F",2.16400819199059,"31-60",1.91168645371807,12,0.252321738272519
"645",34,"WAS","Shelvin Mack",8,456,0.423,0.33,0.731,18.4,6.6,2,3.1,10.3,0.059,"-1.9",0.1,202714,0.658,0.053,1.228,656,0.695121951219512,"G",2.96885653041729,"31-60",2.17911092621254,12,0.789745604204753
"646",38,"HOU","Chandler Parsons",9,440,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,"1.1",10.2,202718,0.936,0.345,1.493,738,0.596205962059621,"F",4.5382011835179,"31-60",2.46860903017935,15,2.06959215333854
"647",39,"CHA","Jeremy Tyler",3,104,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,"-7",-1.3,202719,0.221,0.404,0.654,246,0.422764227642276,"F",1.14425494230563,"31-60",2.5674822870241,11,-1.42322734471846
"648",40,"MIL","Jon Leuer",8,377,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,"-0.7",2,202720,0.363,0.271,0.687,656,0.57469512195122,"F",2.17212704124627,"31-60",3.2073762089899,12,-1.03524916774363
"649",41,"LAL","Darius Morris",4,132,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,"-5.1",-1.2,202721,0.341,0.015,0.848,328,0.402439024390244,"G",1.43387298532185,"31-60",3.19333533101523,8,-1.75946234569338
"650",42,"IND","Davis Bertans",8,475,0.422,0.396,0.863,18,7.7,2.4,0.9,18.6,0.105,"0.2",4.7,202722,0.432,0.352,0.526,656,0.724085365853659,"F",2.5595878698478,"31-60",2.5964683618649,8,-0.0368804920170929
"651",43,"CHI","Malcolm Lee",3,36,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,"-2.5",-0.1,202723,0.556,0.278,0.75,246,0.146341463414634,"G",1.76721834936222,"31-60",2.84208748490106,13,-1.07486913553884
"652",45,"NOH","Josh Harrellson",3,75,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,"-0.4",0.4,202725,0.4,0.48,0.44,246,0.304878048780488,"F",1.21602212847271,"31-60",2.582195029983,9,-1.3661729015103
"653",46,"LAL","Andrew Goudelock",3,49,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,"-5",-0.3,202726,0.204,0.041,0.571,246,0.199186991869919,"G",1.41230291083905,"31-60",3.07973834266132,7,-1.66743543182227
"654",50,"PHI","Lavoy Allen",6,388,0.471,0.133,0.682,17.8,4.8,4.8,1,13.8,0.096,"-2.1",-0.1,202730,0.309,0.552,0.662,492,0.788617886178862,"F",1.87681232642768,"31-60",1.66187974544003,7,0.214932580987651
"655",53,"ORL","DeAndre Liggins",5,177,0.402,0.352,0.549,10.8,2,1.4,0.7,1.6,0.04,"-2.2",-0.1,202732,0.61,0.175,0.486,410,0.431707317073171,"G",0.994957139891097,"31-60",1.70661382488415,6,-0.711656684993056
"656",55,"BOS","E'Twaun Moore",10,598,0.455,0.388,0.742,21,7.9,2,1.8,14.8,0.057,"-1.9",0.2,202734,0.661,0.219,0.893,820,0.729268292682927,"G",3.09564605535624,"31-60",2.05344127678194,6,1.04220477857431
"657",60,"SAC","Isaiah Thomas",12,556,0.434,0.363,0.872,28,17.5,2.4,4.8,45.3,0.14,"2.1",16.1,202738,0.849,0.11,2.234,984,0.565040650406504,"G",6.6343671171541,"31-60",3.95838178244901,2,2.67598533470509
"658",1,"NOH","Anthony Davis",13,787,0.522,0.296,0.794,34.5,24.1,10.7,2.6,118.8,0.21,"5.9",54.2,203076,1.323,2.314,2.013,1066,0.73827392120075,"F",8.10336957727401,"1-15",5.40227744981826,21,2.70109212745575
"659",2,"CHA","Michael Kidd-Gilchrist",8,446,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21,0.092,"-1.8",0.6,203077,0.664,0.682,0.897,656,0.679878048780488,"F",2.96032260103471,"1-15",4.31202007317063,20,-1.35169747213592
"660",3,"WAS","Bradley Beal",13,801,0.464,0.376,0.821,34.4,21.5,4.1,4.3,58.6,0.102,"1.5",24,203078,1.105,0.423,2.431,1066,0.75140712945591,"G",7.96694410682284,"1-15",5.18058806678938,21,2.78635604003346
"661",4,"CLE","Dion Waiters",8,419,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,"-2.1",-0.4,203079,0.933,0.27,1.816,656,0.638719512195122,"G",4.90569692347693,"1-15",4.84432781908783,21,0.0613691043891
"662",5,"SAC","Thomas Robinson",5,313,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,"-3.5",-1.6,203080,0.514,0.355,1.019,410,0.763414634146341,"F",1.6759062003722,"1-15",4.12639751013355,21,-2.45049130976136
"663",6,"POR","Damian Lillard",13,900,0.439,0.371,0.899,36.2,25.1,4.3,6.7,118.4,0.174,"4.6",54.5,203081,0.971,0.297,2.823,1066,0.844277673545966,"G",9.60648437576819,"1-15",3.75387095989043,21,5.85261341587776
"664",7,"GSW","Harrison Barnes",13,993,0.46,0.385,0.81,31.2,13.9,4.8,1.8,61.6,0.095,"-0.8",9.1,203084,0.692,0.183,1.152,1066,0.931519699812383,"F",4.58583502104519,"1-15",4.39397812840409,21,0.259778538065103
"665",8,"TOR","Terrence Ross",11,733,0.418,0.362,0.837,24.5,11,2.8,1.3,25,0.067,"-1",4.5,203082,0.801,0.315,0.955,902,0.812638580931264,"G",4.02773587092297,"1-15",3.46277602238357,20,0.564959848539399
"666",9,"DET","Andre Drummond",13,904,0.542,0.129,0.486,26.8,12.5,12.1,1.2,76.6,0.152,"1",18.5,203083,1.267,1.285,1.809,1066,0.848030018761726,"C",3.62511312021643,"1-15",4.12142597603224,20,-0.496312855815814
"667",10,"NOH","Austin Rivers",11,707,0.419,0.349,0.653,23.8,8.5,2,2.1,15.2,0.043,"-3.1",-4.5,203085,0.699,0.158,1.035,902,0.783813747228381,"G",3.32908075262142,"1-15",3.85756897884724,21,-0.528488226225816
"668",11,"POR","Meyers Leonard",10,456,0.482,0.39,0.812,15.9,5.6,3.9,0.9,15.8,0.104,"-1.5",1,203086,0.186,0.279,0.691,820,0.55609756097561,"F",1.99127038390463,"1-15",2.79711748836319,20,-0.805847104458557
"669",12,"HOU","Jeremy Lamb",10,573,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,"0.6",7.9,203087,0.728,0.38,0.813,820,0.698780487804878,"G",3.95008761304807,"1-15",2.48895296394094,19,1.46113464910713
"670",13,"PHO","Kendall Marshall",4,160,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,"-3.5",-1.1,203088,0.669,0.062,1.781,328,0.48780487804878,"G",2.81009189941573,"1-15",3.716678058383,21,-0.906586158967267
"671",14,"MIL","John Henson",8,445,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,"-0.5",3.4,203089,0.474,1.443,1.115,656,0.678353658536585,"F",2.77440580171005,"1-15",3.25489603167226,21,-0.480490229962214
"672",15,"PHI","Maurice Harkless",10,621,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23,0.079,"-0.8",4.1,203090,0.939,0.643,0.839,820,0.757317073170732,"F",2.37188869639256,"1-15",3.12037900468881,20,-0.74849030829625
"673",17,"DAL","Tyler Zeller",8,414,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,"-2",0,203092,0.251,0.582,0.841,656,0.63109756097561,"F",2.39123684226663,"16-30",2.90041503188993,21,-0.5091781896233
"674",18,"HOU","Terrence Jones",6,234,0.501,0.297,0.621,23.8,10.4,5.7,1,14.7,0.127,"0.5",3.6,203093,0.624,1.154,0.936,492,0.475609756097561,"F",3.51340839764346,"16-30",2.94249623314111,19,0.570912164502358
"675",19,"ORL","Andrew Nicholson",5,285,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,"-3.6",-1.6,203094,0.26,0.333,0.744,410,0.695121951219512,"F",1.88949393569929,"16-30",2.72321618088366,19,-0.833722245184369
"676",20,"DEN","Evan Fournier",12,704,0.441,0.374,0.799,27.7,13.6,2.7,2.5,30.5,0.075,"-1.1",4.3,203095,0.874,0.153,1.538,984,0.715447154471545,"G",5.01691062130207,"16-30",2.66942577373078,19,2.34748484757129
"677",21,"BOS","Jared Sullinger",5,269,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,"-0.4",2.7,203096,0.669,0.599,1.234,410,0.65609756097561,"C",3.13528527912263,"16-30",3.55641440446149,15,-0.42112912533886
"678",23,"ATL","John Jenkins",6,171,0.441,0.367,0.847,12.8,5,1.5,0.8,3,0.065,"-1.9",0.1,203098,0.181,0.082,0.556,492,0.347560975609756,"G",1.89815012567515,"16-30",2.8526232644035,19,-0.954473138728359
"679",24,"CLE","Jared Cunningham",4,84,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,"-5.7",-0.6,203099,0.25,0.024,0.381,328,0.25609756097561,"G",0.916674626366634,"16-30",3.01275508091882,20,-2.09608045455218
"680",25,"MEM","Tony Wroten",4,145,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,"-3.4",-1.1,203100,0.945,0.193,2.586,328,0.442073170731707,"G",4.24160368689998,"16-30",2.46676606636341,20,1.77483762053657
"681",26,"IND","Miles Plumlee",7,346,0.542,0,0.543,16.4,4.9,4.5,0.5,10.6,0.09,"-1.9",0.2,203101,0.442,0.74,0.89,574,0.602787456445993,"C",1.42643819796969,"16-30",2.63290018518975,17,-1.20646198722006
"682",28,"OKC","Perry Jones",3,143,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,"-3.5",-0.6,NA,0.252,0.231,0.42,246,0.58130081300813,"G",1.38707635773912,"16-30",2.42838908895637,17,-1.04131273121725
"683",29,"CHI","Marquis Teague",3,91,0.343,0.222,0.661,10,2.4,1,1.5,-0.9,-0.045,"-6.5",-1,203104,0.253,0.132,0.846,246,0.369918699186992,"G",1.1898598119808,"16-30",1.86228316485971,16,-0.672423352878903
"684",30,"GSW","Festus Ezeli",3,170,0.513,0,0.557,14.1,4.2,4.3,0.4,5.9,0.119,"-2",0,203105,0.282,0.976,0.782,246,0.691056910569106,"C",1.29051839002054,"16-30",2.5273441285607,13,-1.23682573854017
"685",31,"CHA","Jeff Taylor",3,132,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,"-4.2",-1.5,78299,0.318,0.121,0.515,246,0.536585365853659,"G",2.3097012986708,"31-60",2.89122383043389,15,-0.581522531763082
